architecture,learning_rate,weight_decay,dropout,best_threshold,avg_val_f1,avg_val_auc,avg_val_acc,avg_val_prec,avg_val_rec,avg_val_kappa
128,0.0001,0.0001,0.4,0.3,0.4614491000591265,0.7200531757102745,0.701090744085847,0.37198433402123465,0.6266352577544153,0.275218832723662
128,0.0001,0.0001,0.5,0.3,0.4451067297049899,0.7124901181949936,0.6970185464028635,0.3614181357254222,0.5940208453142692,0.2554345117802135
128,0.0001,0.0001,0.6,0.3,0.4370673024924351,0.6734907565751198,0.6369503358287316,0.33767635204926993,0.6696022057194015,0.22702908418859336
128,0.0001,0.0001,0.7,0.3,0.4383424177609143,0.7022259190921469,0.687641665055937,0.3502591604747308,0.595833463870504,0.24297649949328148
128,0.0001,1e-05,0.2,0.3,0.45426981478815087,0.7228663004523332,0.6923181160771407,0.3605806496515103,0.6257526922219875,0.26244443971385356
128,0.0001,1e-05,0.3,0.3,0.4466449012399343,0.7108015429187869,0.678089094209957,0.3495003748806752,0.6321802096573287,0.24796315094067248
128,0.0001,1e-05,0.4,0.3,0.450199457531755,0.7149050211367027,0.6948271826040977,0.35936548714581457,0.6084059184473041,0.2586879497303579
128,0.0001,1e-05,0.5,0.3,0.4472507463058525,0.7042296296472951,0.6835373292822279,0.3546065366863823,0.6172066966373746,0.2513397562811166
128,0.0001,1e-05,0.6,0.3,0.43733111751578724,0.6940823067865347,0.6782561832649321,0.3434982110489154,0.6088662074264739,0.23707387859084222
128,0.0001,1e-05,0.7,0.3,0.4409868059760269,0.6990149116023914,0.6838243458842101,0.3487216138066453,0.6089303484997921,0.24380522967325774
128_64,0.001,0.01,0.2,0.3,0.49123806396089986,0.751440429367531,0.7285352011757726,0.4069074936265119,0.6311688724967189,0.3206364221609406
128_64,0.001,0.01,0.3,0.3,0.4861830645974578,0.7462984715695237,0.7064864067651865,0.39392562572907996,0.6710799075109763,0.306431351054694
128_64,0.001,0.01,0.4,0.3,0.4885095574637458,0.7417329759856387,0.7104387492754818,0.39001869766346936,0.6739036254272583,0.3094205318720264
128_64,0.001,0.01,0.5,0.4,0.4834127457293791,0.7426702874669913,0.7108086501508648,0.38616192688136286,0.6614737724779115,0.30325118621045904
128_64,0.001,0.01,0.6,0.3,0.4852383851765259,0.7431483998322396,0.7282988303710065,0.39993793612559514,0.627193250617526,0.3137022392873815
128_64,0.001,0.01,0.7,0.3,0.48868147685090957,0.7435049047699245,0.7220372092730979,0.3979809103475787,0.6515362405558097,0.31490518078423363
128_64,0.001,0.001,0.2,0.3,0.47816618488455165,0.7324738884365328,0.7100984183324534,0.39169075896029587,0.6416389322729389,0.2985167509858273
128_64,0.001,0.001,0.3,0.3,0.4761989367572701,0.7345348884136987,0.721876420791771,0.38996445310775646,0.6211118141558944,0.3006632017381201
128_64,0.001,0.001,0.4,0.3,0.4712043444317933,0.733348700023757,0.6905774120514419,0.3716173547384948,0.6671913421651464,0.28143654274878643
128_64,0.001,0.001,0.5,0.3,0.4683189572974352,0.7196624259193867,0.70592699933964,0.3751937763509422,0.6412121802187734,0.284851275598981
128_64,0.001,0.001,0.6,0.3,0.45777032893563396,0.7144622397181513,0.6608520399261486,0.36318721986850877,0.674419869183492,0.25984257453591597
128_64,0.001,0.001,0.7,0.3,0.45869936700674785,0.7153463177799463,0.7029531829871233,0.3680066552024711,0.6136300399224184,0.2718734847542479
128_64,0.001,0.0001,0.2,0.3,0.4715160000118933,0.7369789426031272,0.7220467344414286,0.4052908662155853,0.590864508066015,0.29887820457868125
128_64,0.001,0.0001,0.3,0.3,0.4632303333173501,0.7162615598029568,0.6842111878604153,0.3834116347940446,0.6422809399911455,0.27628184699572156
128_64,0.001,0.0001,0.4,0.3,0.4630045904896593,0.722906153175688,0.733341827836258,0.4004624870735126,0.5573508563895202,0.293600018181004
128_64,0.001,0.0001,0.5,0.3,0.4565965484919056,0.7223938061297195,0.6855255525097176,0.35937002376006877,0.6468431554788986,0.26253163118522205
128_64,0.001,0.0001,0.6,0.3,0.4562140261188694,0.7123109175886573,0.6717586403427813,0.35800969581923114,0.6590547006938612,0.25846960909957845
128_64,0.001,0.0001,0.7,0.3,0.4472023937250853,0.7108215921426179,0.6864954107094474,0.3531518032107036,0.6191807433809344,0.25194417780402584
128_64,0.001,1e-05,0.2,0.3,0.4771616231821013,0.7508673168580731,0.7249647205488698,0.39735362023972043,0.6121360432581648,0.3040916176536962
128_64,0.001,1e-05,0.3,0.5,0.4516174155390832,0.7179062717183321,0.7038081538892804,0.36413562308535496,0.5961173211946055,0.2642267265222221
128_64,0.001,1e-05,0.4,0.3,0.46025728228762086,0.7261541084863726,0.7272025061981672,0.39786368189986027,0.562768455615739,0.28847344642164036
128_64,0.001,1e-05,0.5,0.3,0.4560264609059942,0.7236947430763777,0.7267207399508495,0.3951083890343752,0.5530661680518889,0.28321964522960386
128_64,0.001,1e-05,0.6,0.3,0.45973398732859294,0.7140289965733503,0.7021452049859075,0.3738397006074983,0.609309515538947,0.27395644149011256
128_64,0.001,1e-05,0.7,0.4,0.437860322014071,0.697294768372826,0.6508369992450257,0.33006846543736973,0.6627082668451841,0.22584931836817143
128_64,0.0001,0.01,0.2,0.3,0.49064705002893055,0.7359058823880906,0.7026382099393451,0.3894522582813735,0.6848116435597473,0.30866163937085067
128_64,0.0001,0.01,0.3,0.3,0.47656358435200447,0.7366995327013233,0.7047166454143456,0.37878204446503627,0.6540950682133941,0.292682635693779
128_64,0.0001,0.01,0.4,0.3,0.4674734966154753,0.726864428474507,0.6898582311014048,0.36726882830378804,0.6554867205902711,0.27595777330482274
128_64,0.0001,0.01,0.5,0.3,0.4704351097626855,0.7249561958680364,0.6911989726476533,0.367714821812444,0.6644647729360456,0.2797258189140065
128_64,0.0001,0.01,0.6,0.3,0.46310802643737264,0.7150043969874129,0.6742678127451882,0.35493958387025293,0.6766176456887496,0.2638920748901574
128_64,0.0001,0.01,0.7,0.3,0.4508622111250718,0.6706821631572496,0.598456210912431,0.3257440301545823,0.7716954732820485,0.22637858815820655
128_64,0.0001,0.001,0.2,0.3,0.47131303518506984,0.735203472038996,0.7030883300134263,0.3801443383226755,0.6478894524843756,0.2877759241634347
128_64,0.0001,0.001,0.3,0.3,0.4602375775351904,0.7203941584786808,0.6965179427727388,0.3661638121104737,0.6316171696661412,0.27107875747276317
128_64,0.0001,0.001,0.4,0.3,0.45940337580398555,0.7177780134225519,0.6688679890877312,0.35195810513835857,0.6871918693349329,0.2587702637150632
128_64,0.0001,0.001,0.5,0.3,0.4493389159389481,0.7087676552960993,0.6811350654997325,0.3520449218279341,0.6340759945698721,0.252242564528123
128_64,0.0001,0.001,0.6,0.3,0.45066727353149466,0.706333866297342,0.6569400199009054,0.3410320813993856,0.6778264132513173,0.24323614854885398
128_64,0.0001,0.001,0.7,0.3,0.4425643727187086,0.6977403774106323,0.6252399249592221,0.3236137233827011,0.7138165450460396,0.22148800341027344
128_64,0.0001,0.0001,0.2,0.3,0.46593427479788163,0.72060968925394,0.7097132925088936,0.37920439083215884,0.6141345206424201,0.2836346365466865
128_64,0.0001,0.0001,0.3,0.3,0.4688840142307707,0.7242773581597517,0.6791641951145183,0.3607409070898995,0.6834483247717611,0.2729649294761991
128_64,0.0001,0.0001,0.4,0.3,0.462740919110855,0.7240387723652084,0.6846654478917832,0.3622434967612557,0.6551903501301255,0.2689315389282113
128_64,0.0001,0.0001,0.5,0.3,0.45916653415780057,0.7212544920812187,0.6785959825333963,0.3555471466264728,0.6610320477782607,0.26183906120395006
128_64,0.0001,0.0001,0.6,0.3,0.44159546291624885,0.6972117794287499,0.6287588086914797,0.3214741640553107,0.7117372269343905,0.22092666736448846
128_64,0.0001,0.0001,0.7,0.3,0.434347761462199,0.6586448006251333,0.5780058472018975,0.3062654277036011,0.7668822580151151,0.19818736560577638
128_64,0.0001,1e-05,0.2,0.3,0.4633881088586175,0.73341808186928,0.7199591739071118,0.39476185246179823,0.5805305481476052,0.28806704242114983
128_64,0.0001,1e-05,0.3,0.3,0.4536321049750141,0.7157036733376982,0.6998478873415543,0.3667524944881323,0.6076936386683969,0.26609521604413044
128_64,0.0001,1e-05,0.4,0.3,0.4694127678433754,0.7190564524065461,0.6896972155313148,0.375154005681632,0.6544827966006338,0.2805724390924097
128_64,0.0001,1e-05,0.5,0.3,0.45875659529703283,0.7149485080311403,0.6786761910799464,0.35324859469504416,0.6683009747525709,0.26137138392276116
128_64,0.0001,1e-05,0.6,0.3,0.4423399198297767,0.7010803272135432,0.6383376364576588,0.325240452845317,0.6964969513892577,0.22524028582585184
128_64,0.0001,1e-05,0.7,0.3,0.4367689515721505,0.6600245860025755,0.5660008830023874,0.3052496633630574,0.7984332047299348,0.1983750500405485
256,0.001,0.01,0.2,0.3,0.4903395416402909,0.743504806374564,0.7194922261361046,0.39813622147004,0.6534298657438784,0.31495288305256885
256,0.001,0.01,0.3,0.3,0.48979667821625206,0.7414222109735278,0.7081219760542988,0.3867601313131347,0.6832119148245832,0.3088485412367804
256,0.001,0.01,0.4,0.3,0.48561817601301094,0.7378569592110179,0.6981162045133226,0.3813007584397471,0.6909071031647758,0.3004858008951315
256,0.001,0.01,0.5,0.3,0.4872587165306147,0.7381752264941019,0.7149700567280005,0.3898071042091036,0.6647955847100833,0.3090652114651821
256,0.001,0.01,0.6,0.3,0.4825969339953645,0.7355377767500259,0.7098693295151676,0.38308455661888796,0.6557119021114267,0.30061802453261166
256,0.001,0.01,0.7,0.3,0.48430547223875975,0.734492080890659,0.6802230288684135,0.36502431534691454,0.7325561411701059,0.29002896691043745
256,0.001,0.001,0.2,0.3,0.4837042424754035,0.741600519047867,0.7107326127146296,0.38399372947999083,0.6672241402385569,0.30305187379400456
256,0.001,0.001,0.3,0.3,0.4874978288031816,0.740984140141663,0.7269779296960934,0.40136240854306304,0.6352315888595814,0.31564446107317823
256,0.001,0.001,0.4,0.3,0.4763883008162642,0.7339510253130077,0.73383499446716,0.4078280534946866,0.5850822210368944,0.3082062999237415
256,0.001,0.001,0.5,0.3,0.4881307203602738,0.7423223997087145,0.730372567314918,0.402638527848133,0.6269584724805437,0.3175180081177724
256,0.001,0.001,0.6,0.3,0.48609364847996517,0.7312701650697486,0.7124417494622438,0.38790039871873816,0.6635661603400975,0.30656554807113784
256,0.001,0.001,0.7,0.3,0.472720729838975,0.7233939228990681,0.6979820890779161,0.3723849901666199,0.6593526113975993,0.2854931380977497
256,0.001,0.0001,0.2,0.3,0.4819241910755598,0.7444135905237397,0.7254987779992957,0.40227616731002963,0.6161423303601399,0.30943568055813314
256,0.001,0.0001,0.3,0.3,0.47004738233535515,0.7292434574041955,0.7267155097816459,0.4031990108405453,0.5809661734379488,0.2984832479641771
256,0.001,0.0001,0.4,0.3,0.47600762754115494,0.73341103979858,0.7173569635285741,0.39190686375108796,0.6186454711135446,0.29869994575317677
256,0.001,0.0001,0.5,0.3,0.47490922040900685,0.7288078947969495,0.7210793178890815,0.39465669366588196,0.6151651044058655,0.300236507057681
256,0.001,0.0001,0.6,0.3,0.47505216196284694,0.7268683385837476,0.7221061007010976,0.39002416420034025,0.6132042404233005,0.29911095368354107
256,0.001,0.0001,0.7,0.3,0.45302994968234717,0.7189913730805275,0.6940345262947349,0.3728978616308075,0.6067617894065611,0.26619502035298204
256,0.001,1e-05,0.2,0.3,0.4688105261443227,0.7143155304419029,0.6909794215507384,0.381551527683852,0.6526087584184829,0.28184846750944526
256,0.001,1e-05,0.3,0.3,0.4850606686444191,0.7429339436536183,0.7122919933717684,0.3958618975839229,0.6572501590124198,0.30740776370840217
256,0.001,1e-05,0.4,0.3,0.4655016107705466,0.7246779444645167,0.7233416082436763,0.40275827684175364,0.5784773187134779,0.2930432611084217
256,0.001,1e-05,0.5,0.3,0.4690999492288658,0.7330328055196276,0.7364406065045999,0.40370201300944386,0.5678974738711331,0.3012454772608829
256,0.001,1e-05,0.6,0.3,0.46094657017921464,0.7216961746907049,0.7154273804670066,0.3793249320390819,0.5975660074892494,0.2810889326756512
256,0.001,1e-05,0.7,0.3,0.45609446772055956,0.7110204471062346,0.6767521580830596,0.36189004580364437,0.6482397907470249,0.2611872397205001
256,0.0001,0.01,0.2,0.3,0.4752571911382925,0.7348426117570914,0.6964479131069842,0.3789007780114698,0.6590577506668057,0.28914837561572015
256,0.0001,0.01,0.3,0.3,0.46692702847744183,0.7189868073625773,0.7041505064022896,0.38210080620306297,0.6259087287863314,0.2840333271056144
256,0.0001,0.01,0.4,0.3,0.4691224716914788,0.7269510259060782,0.7164130487962306,0.38802116784517493,0.6065273428742872,0.2911073291253209
256,0.0001,0.01,0.5,0.3,0.46421304837512417,0.7281094882375698,0.7019170981187933,0.3706151083406435,0.6332723468542584,0.277713477718848
256,0.0001,0.01,0.6,0.3,0.4625236599335335,0.7276788985988837,0.6979710637640684,0.367709789136333,0.6356071672900396,0.27405801752792786
256,0.0001,0.01,0.7,0.3,0.45885761395341235,0.7147684952969205,0.6952470370692954,0.36239070606868545,0.6304428362601253,0.26798928343488954
256,0.0001,0.001,0.2,0.3,0.4594752715199233,0.719181630374449,0.7073826977462918,0.379932178140629,0.5968908490829662,0.2770226551655678
256,0.0001,0.001,0.3,0.3,0.4542943561679144,0.718010339768336,0.708421025063126,0.3744081263631758,0.5913112065990154,0.27088142204245724
256,0.0001,0.001,0.4,0.3,0.4524881757732205,0.718500415663996,0.7012075163407541,0.3672856110865085,0.5991131725441668,0.2650009532718788
256,0.0001,0.001,0.5,0.3,0.4493510989895516,0.7177795425674,0.7155151398677722,0.3788602036937715,0.5643116718767095,0.26975718969345924
256,0.0001,0.001,0.6,0.3,0.45520502988568634,0.7198219673128783,0.7001872478995318,0.36650764068193714,0.6130144277288323,0.26748453915238
256,0.0001,0.001,0.7,0.3,0.4465004543190581,0.7106913838672642,0.6898128855303471,0.35382843872623093,0.6151848494516315,0.25270223742486175
256,0.0001,0.0001,0.2,0.3,0.4544631946806879,0.7181159940191127,0.6960415533541646,0.3638469571671759,0.6151565834157912,0.2644394725670603
256,0.0001,0.0001,0.3,0.3,0.45211024180369985,0.7183910036071333,0.6993991905791963,0.3639285026171772,0.6076665868119572,0.2635075660657146
256,0.0001,0.0001,0.4,0.3,0.4484448835567493,0.720335214050573,0.7088320521615881,0.3710789929261099,0.579443985730457,0.2648717294630315
256,0.0001,0.0001,0.5,0.3,0.45933834858103484,0.7180519182100731,0.7044269446880941,0.372358495454787,0.6155393292315966,0.2743748612511919
256,0.0001,0.0001,0.6,0.3,0.4435680896450395,0.7014873335786787,0.6779422693058921,0.349055214290401,0.6179460960521579,0.24434234248568223
256,0.0001,0.0001,0.7,0.3,0.4444973494819181,0.7080811801668225,0.6917411542981624,0.35585223039684255,0.6062105345618043,0.25202515793408825
256,0.0001,1e-05,0.2,0.3,0.46325970907476155,0.7266193179682907,0.7070542242788133,0.37881410782147673,0.6206654412587056,0.28101148049424607
256,0.0001,1e-05,0.3,0.3,0.4575018824637029,0.7130558240722065,0.6852437469608287,0.3584535135797737,0.6449762633152272,0.2625921445941319
256,0.0001,1e-05,0.4,0.3,0.44698804463152075,0.7202265388772368,0.7014249814240747,0.3612523479351515,0.5903926255230342,0.2582778729411883
256,0.0001,1e-05,0.5,0.3,0.4503239667713645,0.7211124626049902,0.6857947084110434,0.35415873600565095,0.6396758201313829,0.2560821573952012
256,0.0001,1e-05,0.6,0.3,0.4453550687317579,0.7115148386570624,0.6922539598480286,0.3553051170105284,0.6125801726392857,0.25310425027248795
256,0.0001,1e-05,0.7,0.3,0.44310267173123774,0.7059015770681192,0.6910361626293835,0.3531200267356162,0.6074724109778635,0.25003334121939014
256_128,0.001,0.01,0.2,0.3,0.49112949080259866,0.7424009480224075,0.7161837898012988,0.39529452570048373,0.6689478791899527,0.314783362461151
256_128,0.001,0.01,0.3,0.3,0.4864241616158352,0.7492368833139977,0.7260326462314007,0.4168382669939561,0.6286924298472428,0.3167658483024703
256_128,0.001,0.01,0.4,0.3,0.4756616362020084,0.7209498200247139,0.7100782684064841,0.390157717345545,0.6367650515212713,0.29622118129609276
256_128,0.001,0.01,0.5,0.3,0.48510422809722176,0.7327485257971295,0.7027606898927405,0.384463598658337,0.6746769096827826,0.30134563653716623
256_128,0.001,0.01,0.6,0.3,0.48317843783300685,0.7371164526127206,0.6943560833061492,0.39086661705500336,0.6760870548587326,0.3005297191889071
256_128,0.001,0.01,0.7,0.3,0.4601212904237853,0.7194471627883237,0.6969692701876932,0.36569686983971084,0.6278107386737402,0.2705921028655415
256_128,0.001,0.001,0.2,0.3,0.4855353177919248,0.7443881452296658,0.7462576881212974,0.4261439825403623,0.5886190622427256,0.3259085553143769
256_128,0.001,0.001,0.3,0.4,0.4994229992419754,0.75417936805651,0.739361024400462,0.4226251898569314,0.6340181839044329,0.3356597342840833
256_128,0.001,0.001,0.4,0.3,0.48369421774005117,0.742274811635531,0.7303755201570947,0.40836563235212653,0.6100653102832917,0.3145129639546407
256_128,0.001,0.001,0.5,0.3,0.46501451355810464,0.7330352058225093,0.693498267241378,0.3803904588631766,0.6303261715755,0.27847680878926484
256_128,0.001,0.001,0.6,0.3,0.46519244526700537,0.724368059897425,0.7214504127845435,0.39192799887691104,0.586215443265088,0.2898142858459073
256_128,0.001,0.001,0.7,0.3,0.466439512280146,0.7196259385512633,0.6829996305052896,0.3556697419465675,0.6918857705020759,0.27143455289161045
256_128,0.001,0.0001,0.2,0.3,0.4695235580580113,0.7467610800722742,0.7326616251140508,0.3988070982242252,0.5761669521854197,0.29928578987032217
256_128,0.001,0.0001,0.3,0.3,0.4789637133886833,0.7326018515894434,0.7071561190351117,0.39105092735519664,0.6452948061835818,0.2986459737690955
256_128,0.001,0.0001,0.4,0.3,0.4686772313477222,0.727755067476236,0.7183106937812639,0.38562710790091403,0.6070907930829974,0.2906953046457074
256_128,0.001,0.0001,0.5,0.3,0.4767903383075339,0.7286018099383778,0.7038093529326452,0.3828220920884796,0.6549916442282031,0.29369824210328377
256_128,0.001,0.0001,0.6,0.3,0.4579020696949897,0.7159821319768145,0.6885929128984597,0.36350183142130676,0.6308132612352384,0.2650780619023582
256_128,0.001,0.0001,0.7,0.3,0.4570004925602462,0.7206800623714116,0.6982847699533925,0.36680472761522276,0.6177593863672645,0.2686454098129036
256_128,0.001,1e-05,0.2,0.3,0.474699586375004,0.7241718127628868,0.7075954560342574,0.3851139766890688,0.6297927760176976,0.2922249127508296
256_128,0.001,1e-05,0.3,0.3,0.46608260804721613,0.7218475051757451,0.7076115793280351,0.3914377733808202,0.610021344365556,0.2864694775051822
256_128,0.001,1e-05,0.4,0.3,0.47355342848255966,0.7391923948037695,0.7431209828621,0.4157859412177224,0.5612102370889712,0.310414523751783
256_128,0.001,1e-05,0.5,0.3,0.4718880219627731,0.724925502413723,0.7174666099049856,0.38943700684422583,0.6113317265542537,0.2944501652610755
256_128,0.001,1e-05,0.6,0.3,0.4575427244906881,0.717896898292343,0.7100730433002094,0.3770017479771107,0.599374089394646,0.2756989388917026
256_128,0.001,1e-05,0.7,0.3,0.44576445420676203,0.7116390736071198,0.6882803321627141,0.35533642722725806,0.6124656469964695,0.25189593380756176
256_128,0.0001,0.01,0.2,0.3,0.487789337897241,0.743711189144965,0.7125110004842549,0.38808243878595405,0.6670036136025941,0.30843081084017615
256_128,0.0001,0.01,0.3,0.3,0.4825420557719794,0.7367073273806862,0.7176646757098567,0.39473253741753445,0.6350995920795665,0.30607290989590225
256_128,0.0001,0.01,0.4,0.3,0.47803194537549665,0.732132278938213,0.7132984150633204,0.38758378152664746,0.6370830561243956,0.2988162035335945
256_128,0.0001,0.01,0.5,0.3,0.48099672545296235,0.7284591548465846,0.6944123953321517,0.37867039685129955,0.6786006019346396,0.2940500933363136
256_128,0.0001,0.01,0.6,0.3,0.46758547296323194,0.7171748693488683,0.6850675702968431,0.3631656322171616,0.6671647076073458,0.27399484908301075
256_128,0.0001,0.01,0.7,0.3,0.45658662309353504,0.7139556371003108,0.6579175895415135,0.3421545594878141,0.6941769022245129,0.24938400734935628
256_128,0.0001,0.001,0.2,0.3,0.48188914681180606,0.7411362047699979,0.7053289182151186,0.38064893979929904,0.6642382876931819,0.29829343348496906
256_128,0.0001,0.001,0.3,0.3,0.47583240800747684,0.7242367862789977,0.703671795390971,0.38040415655702664,0.6458489262281676,0.2917475756878419
256_128,0.0001,0.001,0.4,0.3,0.47250483572078084,0.7287224885528787,0.7119931386151913,0.38341347025645056,0.6249498079584103,0.2917082396573609
256_128,0.0001,0.001,0.5,0.3,0.45943246420903383,0.7049540302709826,0.6637976802210211,0.35404497894591136,0.6798508954846596,0.2584921445249517
256_128,0.0001,0.001,0.6,0.3,0.466009837442813,0.7187196815565017,0.6715684090256964,0.3545887233755646,0.6928925652987373,0.2663613178075065
256_128,0.0001,0.001,0.7,0.4,0.44359082214233425,0.6975630449407632,0.6570686511446834,0.33556161871903456,0.6593435284252176,0.23436896194825207
256_128,0.0001,0.0001,0.2,0.3,0.4680353166233374,0.7304128848935925,0.7196131845115,0.39157183328630146,0.5972384472856149,0.29206909446868917
256_128,0.0001,0.0001,0.3,0.3,0.47392721240979513,0.7360471741594312,0.6937175605812049,0.37429410637350935,0.6652049448508192,0.28546589823255103
256_128,0.0001,0.0001,0.4,0.3,0.46820758112657257,0.7171789422713293,0.690327900930825,0.3730811927549765,0.650320130580184,0.27892534186132617
256_128,0.0001,0.0001,0.5,0.3,0.44651249925720543,0.7017112269062329,0.664670723348474,0.34210569745713254,0.6526456235390692,0.24150408933926187
256_128,0.0001,0.0001,0.6,0.4,0.4581473582493382,0.7122238315237798,0.6761913762810512,0.3526468228317832,0.6650803318556903,0.25928206283606114
256_128,0.0001,0.0001,0.7,0.3,0.4405189022378259,0.6997923293629699,0.6392981146534595,0.3266590769529581,0.6849807256494989,0.22390658267639446
256_128,0.0001,1e-05,0.2,0.3,0.47295057111556843,0.7370834623286335,0.705476781346044,0.3925019295935589,0.6284855096888798,0.2929856597192239
256_128,0.0001,1e-05,0.3,0.3,0.4699058429558473,0.7277328652685908,0.7057460423008242,0.3768117874949827,0.6369558639752883,0.28605978587434067
256_128,0.0001,1e-05,0.4,0.3,0.4703774410388012,0.7251576361522949,0.7051193934028213,0.3771339701100567,0.6353876673434422,0.28620634738154527
256_128,0.0001,1e-05,0.5,0.3,0.4553695091363325,0.710573464179534,0.6699599642087023,0.3518190161792528,0.6646024022715102,0.25527804615211525
256_128,0.0001,1e-05,0.6,0.3,0.4564760940461762,0.7121054917281084,0.673790584878395,0.35092453918151173,0.6595022138236444,0.25621720012987453
256_128,0.0001,1e-05,0.7,0.3,0.4371041151760992,0.6641522712765526,0.5753376427152568,0.3064963610459331,0.7857381252458018,0.20081081250055827
256_128_64,0.001,0.01,0.2,0.3,0.4859398291844988,0.7414698944189733,0.7336205759869209,0.4108424786553667,0.6111930395934462,0.3182446864589405
256_128_64,0.001,0.01,0.3,0.3,0.4729137788584238,0.7357544510814573,0.7372590955696732,0.4077697526330417,0.5769114290196912,0.3061577978688037
256_128_64,0.001,0.01,0.4,0.3,0.48460745208373907,0.7387877943738762,0.7334713916982105,0.41353370772830134,0.6077158503500553,0.31757562517699506
256_128_64,0.001,0.01,0.5,0.3,0.48017169662359366,0.7360563744761661,0.7145906079904186,0.3907595532964617,0.6375236311963153,0.3025541294853833
256_128_64,0.001,0.01,0.6,0.4,0.4676803094386791,0.7252741932754614,0.6934708083826482,0.36990746423720167,0.6591040444757532,0.27928569631419825
256_128_64,0.001,0.01,0.7,0.3,0.46063377619329693,0.7239933364107997,0.7101944855981712,0.3788761941800273,0.6069147260023843,0.2794804899749897
256_128_64,0.001,0.001,0.2,0.3,0.4893276799956312,0.7464907804376566,0.7469802685571407,0.42515232580295265,0.5909436090105553,0.3291460525547717
256_128_64,0.001,0.001,0.3,0.3,0.47070081121608,0.7311381153746099,0.7202923530710531,0.3877989913506993,0.6092832359677269,0.29407050444695815
256_128_64,0.001,0.001,0.4,0.3,0.4756993848319874,0.7327488637916093,0.7385906443169202,0.41172767550873984,0.5804363593139351,0.31061894702414816
256_128_64,0.001,0.001,0.5,0.3,0.4798656904607907,0.726137312528727,0.7271249316628093,0.40710611895028637,0.6117703662726521,0.3099788796989416
256_128_64,0.001,0.001,0.6,0.3,0.4684397844395246,0.7309804577199565,0.717421021843872,0.3918521183242537,0.6066394622838179,0.2919949288013411
256_128_64,0.001,0.001,0.7,0.4,0.4635713792278809,0.7209325211722861,0.7026980919251269,0.3692017711670227,0.6316152656771222,0.27721943318292264
256_128_64,0.001,0.0001,0.2,0.3,0.45521579266766815,0.7306542540240768,0.7249668647289722,0.38471984858897096,0.562177226706443,0.2799659125251336
256_128_64,0.001,0.0001,0.3,0.3,0.4807106548691554,0.7331587977329417,0.7426152610959977,0.4211567195903686,0.577918288987471,0.3183025882875314
256_128_64,0.001,0.0001,0.4,0.3,0.478280114858369,0.7273841382928949,0.6995778026431856,0.3925449309701948,0.6517686353660667,0.29685549548169904
256_128_64,0.001,0.0001,0.5,0.3,0.4564827084359934,0.7215642846141327,0.7232674099832049,0.3894974642256121,0.561828427984454,0.281453557413039
256_128_64,0.001,0.0001,0.6,0.3,0.4690988068919534,0.7264622556172512,0.6996626096921508,0.3722535928750519,0.644088996583803,0.2821814020363658
256_128_64,0.001,0.0001,0.7,0.3,0.4534804990781602,0.7076319606781457,0.6582492273030668,0.34393124487850857,0.6827024040645836,0.2479238003635244
256_128_64,0.001,1e-05,0.2,0.3,0.47246041611961226,0.7285357261068903,0.7285683170235364,0.39953228327989987,0.5971004792461044,0.3014819019785987
256_128_64,0.001,1e-05,0.3,0.3,0.46346357193289356,0.7282508629740971,0.6987294289799216,0.38124184382201226,0.6226623539105404,0.27848321468021975
256_128_64,0.001,1e-05,0.4,0.3,0.46939646807797997,0.7275870603103332,0.7275972894290941,0.3958221334942482,0.586267000526806,0.2969568724656751
256_128_64,0.001,1e-05,0.5,0.3,0.471515299531326,0.7265625612691426,0.7208634669532307,0.39076320021093247,0.6105015262162656,0.29590020327313404
256_128_64,0.001,1e-05,0.6,0.3,0.46532777938164205,0.7227878423411893,0.7040840766013565,0.37569664539376757,0.6273316019702595,0.2810130663435359
256_128_64,0.001,1e-05,0.7,0.3,0.4498780682018399,0.7032959369282947,0.6422220868482239,0.32976252435431486,0.7137429771200561,0.2353976515913522
256_128_64,0.0001,0.01,0.2,0.3,0.4901775041758471,0.7530164461835956,0.7217990256484008,0.3990721734423518,0.6483054147874991,0.3161951024747963
256_128_64,0.0001,0.01,0.3,0.3,0.48456975576211503,0.73454067652198,0.7235465523496353,0.3968267529034931,0.6388825559388976,0.31109250009769934
256_128_64,0.0001,0.01,0.4,0.3,0.469483217901886,0.7313898928840658,0.7119205027361744,0.38344080627699817,0.6193964124629335,0.28881132405773896
256_128_64,0.0001,0.01,0.5,0.3,0.4721012911707689,0.7332404263726646,0.6927968836515191,0.37193775099992343,0.664807013719493,0.282896779504554
256_128_64,0.0001,0.01,0.6,0.3,0.45650482770254486,0.7088852951330432,0.6807416906915311,0.356304143765077,0.6460976461177607,0.2597044318893628
256_128_64,0.0001,0.01,0.7,0.3,0.44175649459167776,0.7010882390380928,0.621651010710395,0.3174642733782393,0.7316200192829556,0.2184233684467837
256_128_64,0.0001,0.001,0.2,0.3,0.4660821495823483,0.7357819037644185,0.7032220004945849,0.3759558120859868,0.625331533496682,0.28105349877686187
256_128_64,0.0001,0.001,0.3,0.4,0.47887001882846547,0.7361288961350589,0.7042640152622257,0.37584748633844045,0.6696944130870145,0.29421686782349254
256_128_64,0.0001,0.001,0.4,0.3,0.46809199957211556,0.7220166120575684,0.6863743416724356,0.37354822061903487,0.6561115853609631,0.27798297017480833
